"Station
Code","Name of the monitoring location","State","Temperature
(°C)","Dissolved
Oxygen
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"3936","RIVER BAITARNI AT UNCHABALI","ODISHA","18","29","5.4","8.2","6.9","8.3","83","790","1.4","4.3","0.32","1.24","70","2200","280","4800","",""
"3938","RIVER BAITARNI AT TRIBINDHA","ODISHA","20","30","5.3","8.4","7.2","8.0","125","190","1.2","2.2","0.32","0.96","23","1300","79","3500","",""
"3937","RIVER BAITARNI AT CHAMPUA","ODISHA","20","31","6.0","8.0","6.9","8.0","135","181","1.8","2.0","0.34","0.78","33","1700","79","4900","",""
"1084","RIVER BAITARNI AT CHANDBALI U/S","ODISHA","23","32","6.4","8.0","6.9","8.0","155","19200","1.6","1.8","0.32","1.18","170","2200","330","4000","",""
"10018","RIVER BAITARNI AT CHANDBALI D/S","ODISHA","23","32","5.6","7.6","6.9","7.9","170","20430","1.9","2.3","0.43","6.84","170","2300","490","4900","",""
"3940","RIVER SALANDI AT BHADRAK U/S","ODISHA","22","32","5.6","7.6","7.4","8.4","140","290","1.1","1.7","0.37","0.81","130","1700","490","3500","",""
"3941","RIVER SALANDI AT BHADRAK D/S","ODISHA","22","32","4.8","8.4","6.7","8.0","140","194","1.4","1.9","0.32","0.91","330","2300","700","4900","",""
"1085","RIVER DHAMRA AT DHAMRA","ODISHA","22","33","5.2","8.3","6.9","8.3","3100","40760","1.6","2.2","0.32","0.93","130","1300","330","3500","",""
"2421","RIVER KUSEI BEFORE JOINING WITH BAITARANI AT
ANANDPUR, DEOGAON","ODISHA","19","31","6.1","9.4","7.1","8.2","155","405","1.2","1.9","0.33","0.66","490","1700","1300","4900","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1037","RIVER BRAHMANI AT U/S PANPOSH","ODISHA","21","32","5.9","8.1","6.7","7.8","158","219","1.4","1.9","0.37","1.58","230","1700","790","4900","",""
"1038","RIVER BRAHMANI AT D/S PANPOSH AT DEOGAN","ODISHA","23","34","4.1","7.9","6.8","8.4","231","420","3.6","4.3","0.63","6.60","7900","92000","24000","160000","47","170"
"1302","RIVER BRAHMANI AT ROURKELA D/S AT JALDA","ODISHA","23","34","4.8","7.4","6.7","8.0","186","410","3.4","4.3","0.55","7.08","3300","54000","13000","92000","32","110"
"2414","RIVER BRAHMANI AT ROURKELA FD/S AT BIRITOLA","ODISHA","20","34","5.9","7.8","6.8","8.1","148","289","2.0","2.5","0.44","2.92","130","1700","330","4900","2","17"
"1039","RIVER BRAHMANI AT BONAIGARH","ODISHA","18","35","5.9","9.0","7.2","8.2","143","340","1.6","1.9","0.34","2.92","110","940","330","3500","",""
"1040","RIVER BRAHMANI AT RENGALI","ODISHA","21","27","6.0","12.0","6.8","8.4","130","222","1.4","1.8","0.34","1.35","110","790","330","2400","",""
"1041","RIVER BRAHMANI AT SAMAL","ODISHA","21","29","5.3","11.2","6.8","8.4","140","200","1.1","1.7","0.35","2.48","130","2300","330","4900","",""
"2415","RIVER BRAHMANI AT TALCHER FU/S (INTAKE WELL OF
MCL, TALCHER)","ODISHA","20","28","5.1","9.8","6.8","8.3","143","230","1.2","1.9","0.32","4.02","130","330","330","1300","",""
"2416","RIVER BRAHMANI AT TALCHER FD/S","ODISHA","22","25","6.0","9.2","6.7","7.7","137","392","1.5","1.7","0.36","1.24","110","490","330","1300","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1042","RIVER BRAHMANI AT KAMALANGA (TALCHER D/S)","ODISHA","22","25","6.1","9.2","6.8","8.1","160","275","1.7","2.3","0.35","1.36","390","1700","1700","4900","",""
"2417","RIVER BRAHAMNI AT DHENKANAL D/S, DHENKANAL
TOWN","ODISHA","22","27","6.5","11.6","6.8","7.7","134","246","1.5","2.1","0.32","0.98","220","1700","1300","3300","",""
"1303","RIVER BRAHMANI AT TALCHER U/S","ODISHA","21","27","5.6","10.4","6.7","8.2","137","240","1.1","2.0","0.35","1.38","170","1700","490","2400","",""
"1043","RIVER BRAHMANI AT BHUBAN","ODISHA","21","25","7.3","9.2","6.6","7.6","148","269","1.2","1.4","0.33","1.02","170","790","490","2400","",""
"2418","RIVER BRAHMANI AT KABATABANDHA (BEFORE IMPACT
OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA)","ODISHA","21","29","6.0","7.9","7.3","8.5","138","204","1.1","1.5","0.36","0.81","170","1300","490","3500","",""
"10019","RIVER BRAHMANI AT DHARAMSHALA U/S","ODISHA","22","25","6.2","8.6","7.2","8.4","148","204","1.2","2.2","0.38","0.97","330","2300","1300","4900","",""
"1044","RIVER BRAHMANI AT DHARMASHALA U/S","ODISHA","22","24","6.8","8.9","7.2","8.5","140","220","1.8","2.4","0.38","0.85","130","1700","790","4000","",""
"1045","RIVER BRAHMANI AT PATTAMUNDAI","ODISHA","23","32","5.8","7.6","6.9","8.4","214","290","1.3","2.2","0.32","1.08","170","1700","790","3500","",""
"3916","RIVER BRAHMANI AT ROURKELA FD/S AT ATTAGHAT","ODISHA","22","34","6.1","7.5","6.8","8.2","156","415","2.5","2.8","0.37","2.24","110","2300","330","4900","2","26"
"3917","RIVER BRAHMANI AT MANDAPAL","ODISHA","21","28","6.4","9.4","6.7","7.7","130","240","1.1","1.6","0.33","1.14","330","2300","1100","11000","13","79"
"3918","RIVER BRAHMANI AT DHENKANAL U/S","ODISHA","22","26","6.9","9.8","6.6","7.6","136","270","1.3","1.8","0.40","1.04","170","490","790","2400","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1033","RIVER KOEL AT BASIA, DAM U/S, JHARKHAND","JHARKHAND","13","32","7.5","8.0","6.5","7.4","","","1.6","2.6","","","","","","","",""
"1036","RIVER KOEL AT MANOHARPUR AFTER MEETING KOINA
RIVER D/S, JHARKAND","JHARKHAND","18","35","7.2","7.9","7.3","7.8","184","236","1.0","12.2","","","","","","","",""
"2376","RIVER NORTH KOEL U/S DALTANGANJ","JHARKHAND","8","35","7.2","7.8","6.5","7.6","","","2.0","2.6","","","","","","","",""
"2377","RIVER NORTH KOEL D/S BCCL, REHLA","JHARKHAND","9","32","7.6","7.9","7.2","7.5","","","2.3","3.0","","","","","","","",""
"2413","RIVER KOEL U/S (AFTER CONFLUENCE OF KARO)","ODISHA","21","33","5.9","8.0","6.9","8.1","178","460","1.2","1.4","0.38","6.77","270","2300","1100","4900","",""
"3929","RIVER SINGDA JHOR (TALCHER KANIHA ROAD BRIDGE,
BALANGI)","ODISHA","21","29","5.6","11.8","7.1","8.1","128","490","1.5","1.8","0.44","0.90","130","2200","490","4900","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"3930","BANGURU NALLAH (OVER BRIDGE TALCHER RENGALI
DAM ROAD, SARKISOREPAL)","ODISHA","20","27","5.3","8.8","6.8","7.6","456","1315","1.8","2.1","0.41","6.03","220","1100","790","3500","11","33"
"3931","RIVER BANGURUSINGADA JHOR","ODISHA","22","25","5.1","9.2","7.1","7.7","190","608","1.2","1.5","0.32","5.40","170","790","490","2800","",""
"3932","RIVER RAMIALA NEAR KAMAKHYANAGAR","ODISHA","22","26","6.6","8.6","6.9","8.0","125","185","1.2","2.0","0.32","2.43","130","1700","330","2400","",""
"3933","RIVER DAMASALA AT DAYANABIL","ODISHA","21","25","5.8","9.5","7.1","8.3","154","215","1.1","1.6","0.37","0.84","49","2400","130","3500","",""
"2419","RIVER KHARASROTA AT KHANDITARA (D/S OF
INDUSTRIAL ACTIVITIES AT KALINGA NAGAR)","ODISHA","21","28","5.9","8.6","7.1","8.3","150","192","1.6","2.0","0.46","1.72","49","2300","170","4900","",""
"2420","RIVER KHARASROTA AT AUL","ODISHA","23","33","5.6","8.8","7.1","8.5","155","378","1.1","1.7","0.33","0.88","130","1700","330","3500","",""
"2412","RIVER SANKHA U/S ( D/S OF MANDIRA DAM)","ODISHA","23","32","5.3","7.9","6.8","8.2","144","228","1.1","1.5","0.34","0.81","110","1700","490","3500","",""
"1034","RIVER SANKH AT BOLBA, JHARKAND","JHARKHAND","10","25","7.8","8.2","6.5","7.5","","","2.2","3.0","","","","","","","",""
"3919","RIVER NANDIRA U/S AT KUKUDANGA","ODISHA","21","28","5.8","9.8","6.9","7.8","450","690","1.1","1.5","0.39","5.25","130","790","490","3500","",""
"3920","RIVER NANDIRA D/S AT DASNALI","ODISHA","21","28","5.0","11.4","6.9","7.9","460","829","1.9","2.7","0.47","3.34","220","1100","790","3500","2","49"
"3921","RIVER KISINDAJHOR AT KHARAGPRASAD","ODISHA","22","25","5.4","9.0","6.9","7.8","440","1143","1.4","1.7","0.36","2.58","33","790","110","2800","",""
"3922","RIVER KHARASROTA AT BINJHARPUR","ODISHA","20","26","5.2","9.1","7.1","8.3","151","320","1.1","1.6","0.51","0.95","33","2300","130","35000","",""
"3925","RIVER LINGIRA U/S OF ANGUL","ODISHA","22","27","6.0","11.2","7.3","8.1","360","561","1.5","2.0","0.32","0.91","33","1700","170","4000","",""
"3926","RIVER LINGIRA D/S OF ANGUL","ODISHA","23","28","6.1","10.6","7.3","8.3","358","560","1.7","2.3","0.32","0.99","79","2300","220","4900","",""
"3927","RIVER TIKIRA AT KANIHA U/S","ODISHA","21","28","5.8","9.2","7.3","8.2","184","335","1.2","1.5","0.32","0.63","49","1300","490","3500","",""
"3928","RIVER TIKIRA AT KANIHA D/S","ODISHA","21","29","5.2","10.8","7.4","8.1","160","321","1.1","1.8","0.32","0.81","330","2300","1100","4900","",""
"3924","RIVER BADAJHOR (AT DHENKANAL)","ODISHA","21","25","6.6","11.2","7.1","8.5","230","420","1.2","1.6","0.34","1.12","170","2300","700","4900","",""
"1035","RIVER KARO AT LOHOJIMI U/S, JHARKAND","JHARKHAND","12","28","7.4","7.9","6.5","7.3","","","2.0","3.6","","","","","","","",""
"3915","RIVER KARO AT BADBIL","ODISHA","19","31","6.1","7.8","7.1","8.2","168","266","1.3","1.6","0.35","0.62","130","2300","490","4900","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1095","RIVER GODAVARI AT U/S OF GANGAPUR DAM, VILLAGE-
GANGAPUR,TALUKA- NASHIK, DISTRICT- NASHIK.","MAHARASHTRA","19","25","5.2","6.3","7.3","8.8","198","496","2.8","4.0","0.30","1.92","4","17","38","140","2","2"
"2177","RIVER GODAVARI NEAR SOMESHWAR TEMPLE,
VILLAGE- SOMESHWAR, TALUKA- NASHIK, DISTRICT-
NASHIK.","MAHARASHTRA","19","25","4.8","6.1","7.3","8.9","209","841","2.8","20.0","0.30","4.70","4","20","33","150","2","2"
"2179","RIVER GODAVARI AT HANUMAN GHAT, VILLAGE-
NASHIK CITY, TALUKA- NASHIK, DISTRICT- NASHIK.","MAHARASHTRA","19","25","3.0","6.1","7.3","8.9","226","799","3.0","12.0","0.30","3.21","4","32","47","184","2","2"
"1096","RIVER GODAVARI AT RAMKUND, VILLAGE-
PANCHAVATI, TALUKA- NASHIK, DISTRICT- NASHIK.","MAHARASHTRA","19","24","3.0","6.7","7.2","8.9","233","759","3.4","9.5","0.30","3.73","4","33","38","210","2","2"
"1211","RIVER GODAVARI AT D/S OF NASHIK NEAR
AMARDHAM, VILLAGE- GADGEBABAMAHARAJ NAGAR,
TALUKA - NASHIK, DISTRICT- NASHIK.","MAHARASHTRA","18","25","0.3","5.9","7.4","9.0","233","861","3.4","15.0","0.30","3.55","4","21","43","180","2","2"
"2180","RIVER GODAVARI AT TAPOVAN,VILLAGE- TAPOVAN,
TALUKA- NASHIK, DISTRICT- NASHIK.","MAHARASHTRA","10","24","0.3","5.8","7.4","9.0","238","1001","3.0","18.0","0.30","3.83","4","120","31","550","2","2"
"2181","RIVER GODAVARI AT KAPILA- GODAVARI CONFLUENCE
POINT, VILLAGE- TAPOVAN, TALUKA- NASHIK, DISTRICT-
NASHIK.","MAHARASHTRA","20","25","2.0","6.5","7.4","8.9","237","982","3.5","12.0","0.30","3.44","4","49","31","350","2","2"
"2182","RIVER GODAVARI AT SAIKHEDA VILLAGE, VILLAGE-
SAIKHEDA, TALUKA- NIPHAD, DISTRICT- NASHIK.","MAHARASHTRA","19","24","2.2","6.8","7.3","8.7","203","1019","3.0","9.0","0.30","4.81","4","40","38","280","2","2"
"2183","RIVER GODAVARI AT NANDUR-MADHMESHWAR DAM,
VILLAGE- NANDUR, TALUKA- NIPHAD, DISTRICT-
NASHIK.","MAHARASHTRA","19","23","4.7","6.6","7.4","8.6","147","3840","2.6","6.2","0.30","2.06","4","20","40","120","2","2"
"2160","RIVER GODAVARI AT U/S OF AURANGABAD
RESERVOIR,KAIGAON TOKKA NEAR KAIGAON
BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR,
DISTRICT- AURANGABAD.","MAHARASHTRA","28","32","5.2","7.5","8.2","8.7","505","1644","3.0","4.6","0.39","6.20","2","30","2","225","2","18"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2158","RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN
INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA-
PAITHAN, DISTRICT- AURANGABAD.","MAHARASHTRA","28","32","5.0","7.5","8.2","8.8","527","870","2.8","4.8","0.32","2.48","2","4","2","70","2","2"
"1312","RIVER GODAVARI AT JAIKWADI DAM, VILLAGE-
PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.","MAHARASHTRA","28","32","5.1","7.5","8.2","8.8","526","913","2.8","4.2","0.31","2.27","2","2","2","80","2","2"
"2159","RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON
BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN,
DISTRICT- AURANGABAD.","MAHARASHTRA","28","32","4.6","7.2","8.2","8.8","530","1053","3.4","5.2","0.40","2.27","2","8","2","170","2","2"
"2161","RIVER GODAVARI AT JALNA INTAKE WATER PUMP
HOUSE, VILLAGE- SHAHABAD, TALUKA- AMBAD,
DISTRICT- JALNA.","MAHARASHTRA","24","34","5.4","7.0","8.0","8.7","456","5436","4.0","7.0","0.55","6.86","2","14","2","425","2","2"
"2157","RIVER GODAVARI AT LATUR WATER INTAKE NEAR PUMP
HOUSE. VILLAGE. DHAMEGAON, TALUKA. KALUMB,
DISTRICT. OSMANABAD.","MAHARASHTRA","20","33","5.6","7.3","7.7","8.1","390","920","3.2","7.0","0.49","5.25","2","2","2","70","2","2"
"12","River Godavari at Dhalegaon, Village- Dhalegaon,
Taluka- Pathari, District- Parbhani.","MAHARASHTRA","17","21","5.7","7.4","7.9","8.8","204","1940","3.0","5.2","0.57","426.62","2","9","2","425","2","2"
"1209","RIVER GODAVARI AT RAHER, VILLAGE.RAHER, TALUKA.
NAYAGAON, DISTRICT. NANDED.","MAHARASHTRA","19","36","5.5","7.4","8.1","8.7","286","920","3.0","6.0","0.45","3.26","2","5","2","350","2","2"
"1210","RIVER GODAVARI NEAR INTAKE WATER PUMP HOUSE,
VILLAGE- VISHNUPURI, TALUKA- NANDED, DISTRICT-
NANDED.","MAHARASHTRA","20","35","5.4","7.4","8.0","8.6","292","650","3.0","5.0","0.79","5.74","2","7","2","550","2","2"
"2360","RIVER GODAVARI AT BASARA (V & M), NIRMAL (D)","TELANGANA","21","24","6.8","7.3","6.8","8.2","670","1117","2.8","3.6","10.04","26.02","2","6","20","25","2","5"
"4227","RIVER GODAVARI- POCHERA WATER FALLS, POCHERA
(V), BOATH (M), ADILABAD (D)","TELANGANA","21","25","6.0","7.5","7.3","8.8","472","790","2.6","3.7","12.09","24.11","2","6","2","26","2","6"
"5105","RIVER GODAVARI PUSHKAR GHAT , MANCHERIAL
(V&M), MANCHERIAL (D)","TELANGANA","22","25","6.4","7.4","7.0","8.1","580","1364","2.2","3.7","15.03","35.17","2","6","17","25","2","4"
"13","RIVER GODAVARI AT MANCHERIAL (V&M),
MANCHERIAL(D)","TELANGANA","25","26","6.0","6.6","7.5","8.3","292","731","1.0","2.0","0.63","2.20","2","2","23","332","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2361","RIVER GODAVARI-RIVER GODAVARI AT MANCHERIAL,
NEAR RAIL WAY BRIDGE B/C OF RALLAVAGU,
MANCHERIAL (D)","TELANGANA","25","26","6.0","6.6","7.5","8.5","290","736","1.0","2.0","0.63","1.82","2","8","26","47","2","2"
"2362","RIVER GODAVARI-D/S AT RAMAGUNDAM NEAR FCI
INTAKE WELL, PEDDAPALLI","TELANGANA","25","26","5.9","6.5","7.5","8.5","487","1022","1.1","2.0","0.80","1.86","2","11","26","350","2","2"
"2363","RIVER GODAVARI AT GODAVARIKHANI NEAR BATHING
GHAT , PEDDAPALLI","TELANGANA","25","26","5.8","6.5","7.5","8.3","429","1092","1.0","2.0","1.22","5.50","2","2","21","94","2","2"
"2364","RIVER GODAVARI AT RAMAGUNDAM UPSTREAM NEAR
DAM, PEDDAPALLI","TELANGANA","25","26","5.9","6.5","7.5","8.6","455","1173","1.0","2.0","0.64","5.70","2","2","26","70","2","2"
"5497","River Godavari D/S after confluence of Ramagundam
fertilize and chemicals ltd (RFCL),discharge into river","TELANGANA","25","27","1.3","6.4","6.3","8.5","420","1501","1.2","3.2","1.80","12.90","2","21","34","350","2","2"
"2356","RIVER GODAVARI D/S OF RAMAGUNDAM AT
MANTHANI, PEDDAPALLI","TELANGANA","25","28","5.9","6.6","7.6","8.6","451","1288","1.0","2.4","0.65","2.44","2","2","25","79","2","2"
"4662","RIVER GODAVARI AT KALESHWARAM, 500 MTS. BEFORE
BATHING GHAT, KALESHWARAM (V), MAHADEVPUR
(M),JAYASHANKAR BHUPALAPALLY","TELANGANA","26","28","6.1","6.6","7.6","8.2","278","711","1.0","1.8","0.30","2.84","2","9","14","63","2","2"
"2365","RIVER GODAVARI - U/S AT KAMALAPUR ,AT M/S.AP
RAYONS LTD., INTAKE WELL , KAMALAPUR (V),
MANGAPET (M), MULUGU (D)","TELANGANA","26","28","5.0","6.6","7.8","8.5","97","503","1.0","1.8","0.30","1.20","2","2","20","33","2","2"
"2366","RIVER GODAVARI - D/S AT KAMALAPUR ,AT M/S.AP
RAYONS LTD., DISCHARGE POINT , MANGAPET (V&M),
MULUGU (D)","TELANGANA","26","28","6.1","6.5","7.2","8.6","97","508","1.0","1.8","0.30","1.14","2","2","23","46","2","2"
"2367","RIVER GODAVARI - U/S AT BHADRACHALAM BATHING
GHAT, BHADRADRI KOTHAGUDEM","TELANGANA","25","29","6.1","6.5","7.5","8.4","180","579","1.0","1.8","0.42","2.46","2","4","26","46","2","2"
"2368","RIVER GODAVARI - D/S AT BHADRACHALAM BATHING
GHAT , BHADRADRI KOTHAGUDEM","TELANGANA","25","30","5.9","6.4","7.5","8.4","183","594","1.0","2.0","0.46","1.86","2","11","22","63","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"2369","RIVER GODAVARI AT BURGAMPAHAD , BHADRADRI
KOTHAGUDEM","TELANGANA","25","29","6.0","6.4","6.1","8.2","270","890","1.0","1.8","0.36","14.60","2","2","24","70","2","2"
"4367","RIVER GODAVARI KOUNDINYA MUKTHI (V), KUKUNUR
(M), BORDER POINT BETWEEN ANDHRA PRADESH &
TELANGANA STATES","ANDHRA
PRADESH","24","31","5.4","7.5","7.1","8.3","193","790","1.9","2.5","0.32","3.26","3","4","43","120","2","3"
"4359","RIVER GODAVARI AFTER CONFLUENCE WITH SABARI
TRIBUTARY (KUNAVARAM) AT WADDIGUDEM(V) V.R.
PURAM (M)","ANDHRA
PRADESH","23","30","6.0","7.8","7.1","8.3","77","215","1.5","2.8","0.32","0.85","3","4","64","120","2","2"
"14","RIVER GODAVARI AT POLAVARAM (V & M)","ANDHRA
PRADESH","24","29","5.8","7.6","7.4","8.0","148","280","2.1","2.8","0.32","1.06","3","4","39","120","2","3"
"1218","RIVER GODAVARI AT RAJAHMUNDRY U/S,
KUMARADEVAM (V), KOVVUR (M)","ANDHRA
PRADESH","25","28","5.0","7.8","6.9","8.0","150","536","1.8","2.4","0.32","1.06","3","4","43","120","2","3"
"2370","RIVER GODAVARI AT RAJAMUNDRY U/S OF NALLA
CHANNEL,RAJAMUNDRY","ANDHRA
PRADESH","24","28","6.4","7.8","6.3","8.3","172","403","1.9","2.4","0.32","2.83","3","4","64","150","2","3"
"2371","RIVER GODAVARI AT RAJAMUNDRY D/S OF NALLA
CHANNEL, RAJAMUNDRY","ANDHRA
PRADESH","25","28","6.0","7.8","6.3","8.0","150","365","1.8","2.3","0.32","1.53","4","11","93","210","2","3"
"3067","RIVER GODAVARI D/S DOWLEISWARAM AFTER
CONFLUENCE OF STP OUTLET, DOWLEISWARAM (V)","ANDHRA
PRADESH","25","27","6.0","8.0","6.1","7.9","138","292","2.1","2.6","0.32","1.58","3","11","93","210","2","3"
"1219","RIVER GODAVARI AT RAJAHMUNDRY D/S,
DOWLESWARAM (V), RAJAHMUNDRY (M)","ANDHRA
PRADESH","25","28","6.5","7.6","6.3","7.8","152","290","2.0","2.8","0.32","1.63","3","9","64","210","2","3"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"3948","RIVER INDRAVATI AT NAWARANGPUR","ODISHA","15","27","6.4","7.7","6.9","8.3","120","187","1.5","1.7","0.36","0.98","130","1400","330","3300","",""
"30062","RIVER INDRAWATI AT NOWRANGPUR (ODISHA)","ODISHA","26","31","5.7","7.7","7.5","7.7","95","166","1.0","2.0","0.32","0.37","450","2800","11000","160000","13","330"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1854","RIVER INDRAVATI NELSONNAR,A/C OF DANTEWADA","CHHATTISGARH","30","31","7.6","7.6","7.3","7.4","","","1.9","2.0","","","","","24","32","",""
"1855","RIVER INDRAVATI,PANDEMURGA B/C OF GODAVARI
RIVER","CHHATTISGARH","31","31","7.4","7.4","7.4","7.4","","","1.9","1.9","","","","","35","35","",""
"5537","River Kanhan Near Mandir Main Ghat Khappadiwar,
Chhindwara","MADHYA
PRADESH","20","26","7.0","7.7","7.4","8.1","306","693","1.8","2.0","1.06","3.08","2","11","22","43","",""
